717.3358,1339.2681,819.24146,435.73795,0.62,0.62,939.4398,2.715144,0.576,1.4029232,110,236,8.166814
247.77058,1303.2867,927.6411,1271.3035,0.79999995,0.79999995,681.15137,2.2259848,0.74285716,0.014811907,135,171,6.7777195
174.83812,1328.2738,984.0888,1220.33,0.78999996,0.78999996,825.72815,2.6130638,0.7364705,-0.39174327,95,221,4.689817
725.3284,1315.2805,918.14984,523.6929,0.71,0.71,830.4331,2.2566116,0.6745,-1.4904255,165,203,4.326189
164.84737,1316.28,870.1943,1283.2972,0.72999996,0.72999996,707.4394,2.1634233,0.6626666,-0.58973753,209,118,5.4714036
170.84181,1402.2352,875.29846,1314.2811,0.71,0.71,719.88983,2.344918,0.6453333,-0.40526187,97,210,2.864253
255.76318,1372.2509,944.1258,1287.2952,0.78999996,0.78999996,695.0938,2.0031521,0.7346667,-0.69986135,117,230,5.075565
191.82239,1368.2529,872.19244,1356.2592,0.65,0.65,687.3884,1.9809464,0.6157894,-0.7099648,144,203,3.6670547
208.80666,1397.2379,931.1378,1387.243,0.74,0.74,727.70935,2.0327077,0.6917646,-0.717111,151,207,4.249975
166.84552,1355.2598,885.1804,1330.2727,0.71999997,0.71999997,722.5737,1.9688658,0.66705877,-0.6624199,196,171,5.2596083
769.2877,1354.2603,888.1776,557.6752,0.66999996,0.66999996,830.92505,2.1982145,0.6365,-1.5679436,168,210,4.510432
745.3099,1344.2655,831.72986,617.14417,0.59999996,0.59999996,735.12506,2.2549849,0.56,-0.7815354,90,236,14.526207
828.2331,1315.2805,763.2933,632.6361,0.63,0.63,687.69934,2.1030562,0.59062505,-0.8124882,84,243,6.783173
778.27936,1285.2961,782.2757,610.6476,0.71,0.71,679.44714,1.958061,0.66166663,-0.8084938,81,266,6.38008
876.1887,1250.3143,817.2433,608.6486,0.68,0.68,657.64307,1.8421375,0.63176465,-0.85967594,86,271,7.7211113
766.29047,1244.3175,809.2507,610.6476,0.7,0.7,643.8122,1.7032069,0.6569999,-0.8058674,77,301,4.565701
198.81592,1379.2472,872.19244,1339.2681,0.71,0.71,686.11566,1.8644447,0.66166663,-0.19994915,173,195,7.0147595
806.2535,1252.3134,866.198,567.6699,0.65,0.65,700.43976,1.6716939,0.6157894,1.4560297,142,277,3.3108158
818.2424,1278.2998,829.2322,577.66473,0.66999996,0.66999996,711.0114,1.545677,0.6356522,1.4215199,181,279,3.0194337
880.185,1328.2738,820.24054,615.64496,0.65999997,0.65999997,726.0697,1.4492409,0.6299999,1.3274313,157,344,1.6040686
859.20447,1358.2582,841.22107,635.6345,0.76,0.76,731.72015,1.5568514,0.7260001,1.4515933,157,313,3.0043766
879.1859,1340.2676,838.2239,600.6528,0.72999996,0.72999996,757.80286,1.578756,0.69599986,1.3703601,228,252,3.7733185
831.23035,1346.2644,871.19336,602.65173,0.71999997,0.71999997,751.0954,1.707035,0.6834783,1.5018456,174,266,3.0455682
923.14526,1284.2966,874.69006,603.6512,0.81,0.81,690.1321,1.350552,0.7762501,1.3402141,142,369,2.4251986
181.83163,1330.2727,928.1406,1218.331,0.76,0.76,758.0574,2.0599384,0.71062505,-0.17121233,169,199,3.9942737
